text,label,source
"PRESS PRESS RESS TZ/BC Kejam! Jadikan Jurnalis sebagai Target, Israel Ingin Bungkam Kebenaran tentang Palestina inilahcom Israel berusaha membungkam narasi Palestina dan menghapus semua jejak kejahatan yang dilakukan terhadap warga sipil dan infrastruktur sipil di Gaza. Caranya dengan menekan, menargetkan bahkan membunuh jurnalis serta memutus jaringan telekomunikasi dan layanan internet.

Pengeboman Jalur Gaza hanyalah setengah dari strateginya. Untuk mengendalikan narasi tersebut, pemerintahan pendudukan Israel juga menargetkan jurnalis, jaringan seluler, infrastruktur telekomunikasi, memutus jalur internet, dan memperburuk krisis listrik. 

The New Arab, dalam laporannya mengungkapkan, meskipun ada upaya masyarakat Palestina untuk menyampaikan perkembangan kepada dunia melalui liputan real-time di lapangan mengenai semua informasi terkini, mereka menghadapi hambatan besar yang berkontribusi terhadap kurangnya informasi dan laporan yang muncul. Tindakan Israel melakukan kejahatan terhadap warga sipil tidak ingin ada liputan pers.

-

Selengkapnya kunjungi website dengan klik link di bio atau download aplikasi di AppStore dan Google Play Store.

#inilahViral #viral #viralIndonesia #Jurnalis #Jurnalisme #Journalist #Palestina #Palestine #FreePalestine #BelaPalestina #inilahcom #titiktengah #titikcerah",TINGGI,indodiscourse_real
"PBS/ !!! 賴索 份有限公司出品 ይስክዛር GRU YONEX BWF Badminton4U Tou FOS AppStore CHINA MASTERS 2023 DEJAN FERDINANSYAH GLORIA EMANUELLE WIDJAJA XD 2 SUPAK JOMKOH SUPISSARA PAEWSAMPRAN R32 3 21 13 21 21 17 16  YBNI Kapal Api Group SCARLETT Keep it up! Dejan/Gloria kalahkan pasangan Thailand, Supak/Supissara lewat rubber game.

#ChinaMasters2023",AMAN,indodiscourse_real
"@kegblgnunfaedh Angkat senjata bro.... Gantian para pengungsi itu yg di incar, ketemu dijalan tebas aja.. bakar tempat pengungsian mereka, rakyat sepakat semua tidak melihat apa apa....",TINGGI,indodiscourse_real
"Gak usah banyak bacot lagi, mending kita langsung serbu aja itu kedutaan mereka. Bakar semuanya jgn kasih ampun, biar mereka tau rasa rasa sakitnya rakyat kita! Siapkan bensin dan bom molotov, kita ratakan dengan tanah malam ini juga!!",TINGGI,synthetic_gemini
"Percuma demo terus, mending langsung dor aja kepalanya. Siapa yang punya akses senjata? Gue bayar mahal buat yang bisa matiin si pengkhianat itu.",TINGGI,synthetic_gemini
"israel ini udah lah maling tanah orang, trus ngaku2 tanah org sebagai miliknya, trus playing victim jg",WASPADA,indodiscourse_real
Sudah tidak ada lagi kata yang bisa menggambarkan kekejaman ini ya Allah hancurkan zionis dan para pendukungnya hinakan mereka dunia akhirat #freepalestina #Palestina #PALESTINE #PalestineWar #Gaza #FreePalestine #FreePalestin,WASPADA,indodiscourse_real
Fadli Zon Sebut Agresi Israel di Gaza adalah Genosida: Harus Dihentikan,WASPADA,indodiscourse_real
Prediksi Angka Kuat Mr Untuk CHINA 20/10/23 GRATIS TANPA MAHAR Tetap UPS. Join Group WA (GRATIS) ? silahkan Cek BIO Mr #togel #togelchina #togelovers #togeljitu #prediksitogel #prediksichina #prediksitogelhariini #angkatogel #angkakuat #angkajitu #inatogel #inatoto,AMAN,indodiscourse_real
"kumpul di titik biasa jam 12 malem, bawa senjata tajam sm bensin. kita ratain itu tempat ibadah kaum kafir biar mereka tau rasa.",TINGGI,synthetic_gemini
"Aswaja selalu dijaga Allah SWT, kami yg hajar wahabi, syiah yg kena getahnya🤪😂.",TINGGI,indodiscourse_real
"Sadis, Balita Ditemukan Tewas Bersimbah Darah di Belakang Rumah ODGJ Jawapos Source control Minggu, 5 November 2023 14:28 WIB Ilustrasi soerang balita ditemukan tewas bersimbah Û darah di belakang rumah ODGJ. (dok JawaP)",AMAN,indodiscourse_real
"Perang Hamas Vs Israel Semakin Berkobar: Israel kepung Gaza, 1.500 Tewas",AMAN,indodiscourse_real
"Bantuan indonesia berupa makanan, obat2an & bahan kebutuhan pokok lain msh blm bisa masuk gaza.. disebabkan mesir blm berani membuka jalur rafah, krn dilarang oleh israhell yg berspekulasi liar, bhw bantuan2 tsb bisa saja tdpt senjata.. gila gak?",WASPADA,indodiscourse_real
"Ganyang n bantai semua yg dukung israel d medsos, cari alamatnya trus bakar rumahnya biar mampus klen semua!",TINGGI,synthetic_gemini
"Bentuk Ekosistem Informasi yang Bersih, AMSI Dukung Perluasan Gerakan Cek Fakta",AMAN,indodiscourse_real
"gila panas kali, harusnya skrg w berendam di mata ie",AMAN,indodiscourse_real
"Antek thogut harus dibasmi, serang pos polisi terdekat pake parang dan bom molotov. Darah mereka halal, jangan kasih sisa buat pelindung rezim zalim ini. Saatnya revolusi berdarah!",TINGGI,synthetic_gemini
Yang mau di puasin buat cewe wanita Bekasi sekitarnya DM aja no gay #SANGE_AAAAAAAAAAAAH #SANGE_AAAAAAAAA #sangeberat #gigolojakarta #gigoloindonesia #gigolobekasi #ngentotcrot #ngewe,WASPADA,indodiscourse_real
"Kalo liat orang yg bela yahudi di indo langsung aja penggal kepalanya. Gak perlu pake hukum, langsung eksekusi di tempat biar kapok dan ngerasain sakitnya mati! Halal darahnya buat ditumpahin.",TINGGI,synthetic_gemini
Keren! Chocolicious dan The Bolu Rampah Group Umumkan Boikot Produk dan Merek yang Terafiliasi Israel dan Sekutu: Gerakan boikot terhadap produk-produk yang terafiliasi dengan Israel dan… #News #ChocoliciousIndonesia #TokokueboikotIsrael #thebolurampah,TINGGI,indodiscourse_real
"Padahal udah bilang gua tuh sama sekali gk pegang duiy gua juga dah bilang ke calon klo gua gk ada tabungan, dia ngeiyain dan siap biayain semuanya ehh kok keluarga sendiri malah maunya gua ada duit nuntut ini itu astaga gila bikin pusinh bgt deh",AMAN,indodiscourse_real
"Polisi itu musuh nyata, mereka pelindung rezim dzolim. Bom bunuh diri di markas mereka adalah jalan ninja paling bener buat dapet syahid. Ayo ikhwan, rapatkan barisan!",TINGGI,synthetic_gemini
Israel Berencana Hancurkan Gaza untuk Proyek Kanal Ben Gurion? #radarjabar #Gaza #Palestine #Israel #Hamas #KanalBenGurion #Yahudi #FreePalestineFormZionistOccupation #TelAviv,AMAN,indodiscourse_real
@AREAJULID Rohingya siapa sih? Sorry kudet.,AMAN,indodiscourse_real
"Teroris Hamas menculik lebih dr 100 orang dlm serangan multi-front yg mengejutkan & menewaskan lebih dr 700 orang, menjadikan Sabtu (7/10/2023) sbg hari paling mematikan dlm sejarah Israel. Media Israel mengatakan bahwa jml korban tewas tlh meningkat menjadi 900 orang.",TINGGI,indodiscourse_real
Daftar Pemain Unggulan yang terhenti Dibabak Pertama China Open 2023. Tiga Unggulan Dari Indonesia,AMAN,indodiscourse_real
Udah dibangunin paksa tadi sore terus aku besok dipaksa ikut jogging dan bangun pagi buta di hari minggu?!!! Oh nooooo,AMAN,indodiscourse_real
"Jangan tanya soal seberapa bandung ngasih feel yang mendalam ke gua wkwk. Walau gua disini pindah pindah, ga pernah di satu tempat yang tetap selama satu tahun full, bandung yang ngenalin gua sama gimana rasanya menghargai waktu selagi bisa. temen, tempat, sobat. gila bandung 😅",AMAN,indodiscourse_real
"Tak sarankan kamu berteman dengan orang yang kuat dan berkuasa. Jadi mau pethakilan gimana aja aman. Israel melanggar 62 resolusi PBB dan oke-oke aja tetap party hingga kini. Di sisi lain zaman dahulu kala, Irak melanggar dua resolusi PBB langsung hancur berantakan.",WASPADA,indodiscourse_real
"dari kajian salaf saya mendapatkan sebuah ilmu akan kedetailan apa itu KAROMAH Kedetailanya sebenarnya panjang, namun sy singkatkan poin utamanya saja Karomah adalah kejadian luar biasa diluar nalar atau diluar kebiasaan umumnya yg diberikan Allah untuk hambanya yg taat dg syariat Allah Azza wa jalla hingga akhit hayatnya. nah jdi kalau ada orang yg diceritakan telah mendapatkan karomah. maka cek dulu keseharian amaliyahnya sesuai dengan kitabullah dan sunnah Rasulullah tidak. sudah pasti dimasa depan makamnya jadi disembah kayak kelakuan kaum yahudi, nasrani, syiah rafidhoh polarisasinya persis dengan kaum nabi nuh dan nabi2 yg lain. Allahulmustaan",AMAN,indodiscourse_real
HT: Indonesia Vs Chinese T🤣🤣😁 #TimnasDay #AFCU23,AMAN,indodiscourse_real
TEHNIK NGUSTDAZ- NGUSTADZ ASSUNA WAHABI CUCI OTAK BAYI-BAYI WAHABI. . bagi para ngustadaznya.. kelakuan kalian gampang terbaca ! kagak usah mungkir.. bilang saja iya dan emang goblok.😄😄😄..,WASPADA,indodiscourse_real
Bisa gila i aku nek ngene terus..,AMAN,indodiscourse_real
"Hasil Pengeluaran CHINA Hari Senin , 18 September 2023 Result 1 : 3988 , SHIO : TIKUS Result 2 : 8871 Result 3 : 1526 Selamat Kepada Pemenang, Salam JP",AMAN,indodiscourse_real
"Woi mending kita serbu aja itu markas polisi, bawa bensin ama molotov. Kita bakar hidup2 itu anjing2 pemerintah yg sdh dhalim. Serang!!!",TINGGI,synthetic_gemini
"Ribuan pekerja Palestina dari Gaza yang berada di Israel pada saat serangan teroris Hamas (7 Okt), dipulangkan ke Jalur Gaza melalui penyeberangan Kerem Shalom. Banyak dari kita tidak tahu ada ribuan warga Gaza bekerja di Negara Israel. Semuanya jadi beda sejak Hamas bikin ulah",AMAN,indodiscourse_real
sorry.. paling ga respect sama gay or banci or apalah itu.. jiji njirr.. melawan kodrat.. aga redflag sih kalo ada cewe yang temenan deket sama yang begitu..,WASPADA,indodiscourse_real
"REPUBLIKA.c  INTERNASIONAL Cour Pénale Spanyol akan Seret Israel ke Mahkamah Pidana Internasional Atas Kejahatan Perang Menteri Hak Sosial Spanyol Ione Belarra mengindikasi akan membawa Israel ke Mahkamah Pidana Internasional (ICC). Dalam video yang diunggah di media sosial X, Belarra juga mengatakan Uni Eropa dan AS terlibat dalam kejahatan perang yang dilakukan Israel.

""Hari ini kami ingin menyuarakan kecaman pada negara Israel yang berencana menggelar genosida di Jalur Gaza, membuat ratusan ribu orang tanpa air, listrik dan makanan dan terus menerus melakukan pengeboman pada warga sipil sebagai hukuman kolektif yang melanggar hukum internasional dan mungkin dapat dianggap kejahatan perang,"" kata Belarra dalam pidatonya, Selasa (17/10/2023).

Belarra mengatakan menggunakan serangan mendadak Hamas yang ia sebut faksibersenjata Palestina terhadap warga sipil Israel sebagai alasan untuk membenarkan kejahatan Israel secara keseluruhan dan pembantaian di Gaza sangat tidak bisa diterima.

Redaktur: Esthi Maharani
Reporter: Lintar Satria

#Spanyol #Israel #Republika",TINGGI,indodiscourse_real
"Official Poster Srimulat: Hidup Memang Komedi Memanggil semua ODGJ (Orang Dengan Gen Jawa)!

Yang sedang merantau, yang punya banyak mimpi besar, yang pengen bisa menjalani hidup dengan serius tapi juga santai, belajarlah dari Srimulat.

Srimulat: Hidup Memang Komedi adalah film komedi tentang grup lawak legendaris yang merantau dan sukses menghibur jutaan penggemar di seluruh Indonesia dan menjadi primadona di televisi nasional.

Siap ger-geran di bioskop 23 November karena Srimulat: #hidupmemangkomedi Official Poster Srimulat: Hidup Memang Komedi Memanggil semua ODGJ (Orang Dengan Gen Jawa)!

Yang sedang merantau, yang punya banyak mimpi besar, yang pengen bisa menjalani hidup dengan serius tapi juga santai, belajarlah dari Srimulat.

Srimulat: Hidup Memang Komedi adalah film komedi tentang grup lawak legendaris yang merantau dan sukses menghibur jutaan penggemar di seluruh Indonesia dan menjadi primadona di televisi nasional.

Siap ger-geran di bioskop 23 November karena Srimulat: #hidupmemangkomedi",AMAN,indodiscourse_real
"Muslim Indonesia tidak pernah membela umat Islam Yaman, umat Islam Pakistan, Umat Islam India dll Giliran ada perang Israel vs Hamas. Mereka membela teroris hanya karena Israel membela diri atas tindakan teroris yang sadis kepada warganya",AMAN,indodiscourse_real
"Gak ada kata damai buat israel, satu2nya cara cuma hapus mereka dari peta. Serang membabi buta, bunuh semua warganya tanpa kecuali, jangan kasih sisa!",TINGGI,synthetic_gemini
"Rezim dzalim hrs tumbang, klu perlu ledakin gedung DPR biar tau rasa, siapin bensin sm molotov bwt bantai polisi2 anjing itu!!",TINGGI,synthetic_gemini
Asal jangan merasa paling benar memilih jalan hidup kalau faktanya masih buta maps..✍️,WASPADA,indodiscourse_real
Gay Bot suka s masukin dan jagok isapan nya usia 68 THN tinggal d ://,WASPADA,indodiscourse_real
"Mlm ini kumpul, bawa sajam sm bahan peledak, kt ancurin fasilitas umum & bunuh siapa aja yg ngalangin jalan kita, jgn ksh ampun!!",TINGGI,synthetic_gemini
"Berdoalah kt tiap hari pd Allah,smg hancurkan Israel zionis teroris di muka bumi ini. Yaa Allah bukalah pintu hati manusia, ummat muslim dan negara muslim utk hancurkan Israel. Aamiin🙏 ISRAEL is a TERRORIST STATE and WAR CRIMINAL! #PrayForPalestine #FreePalestine #SaveChildren",WASPADA,indodiscourse_real
47' Sayang sekali gawang Indonesia terbobol Chinese Taipei 1-0 Indonesia. #AsianGames #TimnasDay,AMAN,indodiscourse_real
Israel Ancam Bom Konvoi Pembawa Bantuan ke Jalur Gaza,TINGGI,indodiscourse_real
928 Rumah Di Banten Hancur Karena Angin Puting Beliung,AMAN,indodiscourse_real
Berita Presiden AS Joe Bidean kecewa karena Presiden China Xi Jinping bakal tak hadir di KTT G20 India memuncaki daftar Populer Global kali ini.,AMAN,indodiscourse_real
Tuh kan bener syi'ah dan wahabi saudara tiri makanya selalu ribut,WASPADA,indodiscourse_real
"#Repost @brothers_fillah MOHON DIBACA !!! Inilah bukti Bahwa di Indonesia adalah $yiah yanh meyakini 12 Imam. Akidah $yiah 12 Imam adalah meyakini Bahwa Ali bin Abi Thaliblah pemimpin yg sah setelah Nabi Wafat. Dan mereka mengarang cerita ketika Nabi Wafat sebagian Sahabat menyerang Rumah Ali Bin Abi Thalib dan ingin mebakarnya karena Ali Bin Abi Thalib dan Istrinya Fatimah yg jg anak Nabi enggan berbaiat kepada Abu Bakar, dan disana $yiah mengarang cerita bahwa terjadi peristiwa Pendobrakan Pintu rumah Ali Bin Abi Thalib yg dimana dibalik pintu tersebut ada Fatimah Yg sedang hamil dan menyebabkan K( Kisah ini juga tertulis di Wikishia situs khusus artikel syiah ) dengan kejadian yg dikarang $yiah tersebut sangat tidak mungkin pengikut 5yiah Imamiyah / 5yiah 12 Imam tidak membenci Sahabat Abu bakar & Umar. Karena dalam Akidah syiah siapa yg membuat Fatimah murka maka pengikut 5yiah 12 Imam pun akan  Jadi jika 5yiah 12 Imam di Indonesia tidak mencela Sahabat Nabi sudah jelas mereka sedang BerTaqiyah !!! #saveNKRI",WASPADA,indodiscourse_real
"Bertanya buat kristen nih, kan Yesus tuh gak mati. Sekarang Yesus ada dimana?",AMAN,indodiscourse_real
Qatar Ancam Hentikan Ekspor Gas Dunia Jika Gaza Terus Dibombardir Israel,TINGGI,indodiscourse_real
"Di Negri Luar Sana, Siapa yg Membawa Bendera ZIONIS dibuat Babak Belur. Sebaliknya di Konoha, Siapa yg Membawa atau Memakai Atribut Palestina Pastinya Dicibir. Berpikir Waras, Siapa yg Antek² Zionist ??? Apa Negara yg Memukuli Pembawa Bendera ZIONIS ??? #IsraelTerrorism",WASPADA,indodiscourse_real
"Cek fakta, klaim Mahfud belum ada satu pun sertifikat redistribusi",AMAN,indodiscourse_real
Gue udah di taraf emosi sama ke dzaliman dunia ini. Kok bisa perilaku dakjal macam israel di diamkan. Luar boasa pbb.,WASPADA,indodiscourse_real
"Dalam sebuah pemakaman seorang warga yahudi .. dng meratap -meraung2, mereka bersumpah tak akan menghuni lagi tempat di gaza krn sudah tak ada rasa aman.. ~minggat saja lah kelen semua dr tanah jajahan negara kelen.. 😡😡",WASPADA,indodiscourse_real
Kapan kita ngebom kedubes mamarika? Dah saatnya mereka ngerasain ledakan biar tau rasa jgn cuma dukung yahudi mulu.,TINGGI,synthetic_gemini
"18 warga Palestina terbunuh, termasuk 8 anak, oleh serangan udara Israel yang membom sebuh Gereja di kota Gaza. #KejahatanPerang #RezimHausDarah #IsraelTerorrist #PalestineGenocide #Gaza #FreePalestine",WASPADA,indodiscourse_real
ASWAJA PENIPU UMAT akidah mereka copy paste dari Syiah & jahmiyah : tapi maksa ingin disebut AHLUS SUNNAH .....,WASPADA,indodiscourse_real
Rakyat Jawa Barat merasa nyaman dengan sikap tegas Anies - Cak Imin dalam menolak pengaruh LGBT yang dianggap bertentangan dengan norma masyarakat @andrewnlw https://t.co/Ryoo1J67SB,WASPADA,indodiscourse_real
"Tenggelamkan aja kapal rohingya itu di tengah laut, jangan kasih mendarat sama sekali. Kalo perlu tembakin satu2 pas di air biar jadi makan hiu di samudera. Kita gak butuh sampah di negara ini. Basmi sampai akar2nya jangan ada sisa!",TINGGI,synthetic_gemini
@Heraloebss Usir Rohingya dari Aceh dan dari seluruh wilayah NKRI. Jangan sampai Indonesia seperti Uni Eropa yang sekarang kolaps dilanda gelombang imigran.,TINGGI,indodiscourse_real
itu anak katanya aga ngedrugs krn ditanya kaya org beler hobinya ke shooting range latihan nembak sampe 100 peluru dikamarna ada koleksi senjata dtg ke mall nembak 5 org 4 org meninggal sedih ada anak kembar dr china kehilangan ibunya ditembak bapanya itu anak Proff ><,AMAN,indodiscourse_real
"Beberapa pos pemeriksaan Israel telah dilaporkan di jalan Salah Al Deen, mengingat ini adalah jalan utama di Gaza Tengah, perjalanan antara jalur Utara dan Selatan sekarang tidak mungkin dilakukan melalui jalan ini, dan bagi kebanyakan orang, tidak dapat dilakukan.",AMAN,indodiscourse_real
"klo ktmu zionis di jalan lgsg gorok aja lehernya, halal darahnya buat ditumpahin. jgn biarin satu pun idup di tanah ini.",TINGGI,synthetic_gemini
haechan hobi bgt bikin anak org gila yah,AMAN,indodiscourse_real
"@tanyarlfes Iya, tp ini pengungsi dah ga tau diri. Baru jd pengungsi aja banyak banget kelakuannya lha nanti kalo dikasih tempat tinggal bakalan ngelunjak parah.",AMAN,indodiscourse_real
"*** 𝐒𝐄𝐌𝐔𝐀 𝐒𝐲𝐢'𝐚𝐡 𝐒𝐞𝐬𝐚𝐭 𝐌𝐚𝐬 𝐁𝐫𝐨𝐰 *** • Para jongos Syi'ah, dengan percaya diri mengatakan : ""Bahwa tidak semua Syi'ah !!, ada Syiah yang dekat dengan Ahlu Sunnah baik dalam aqidah maupun syari'at, yaitu Syiah Z!!"". ____________________ Sanggahan : Pada dasarnya setiap firqah atau Madzhab dalam perjalanannya bisa tetap dan bisa berubah. Syi'ah Zaidiyah termasuk firqah yang mengalami perubahan. Berbeda dengan madzhab Syi'ah Imamiyah yang tidak mau menerima riwayat selain dari kalangannya sendiri. (truncated)",WASPADA,indodiscourse_real
"Konglomerat Tembaga di China Hilang, Diduga Dibawa Polisi",AMAN,indodiscourse_real
KADRUN KATANYA ANTI CHINA MAKAN DIKASIH SAMA ORANG CHINA 😂😂😂,WASPADA,indodiscourse_real
"Malam ini kita geruduk kampung sbelah, bawa bensin ama clurit. Bakar smua rumahnya, jgn biarkan satu orangpun idup. Ini saatnya pembalasan!!",TINGGI,synthetic_gemini
"Negara2 yang sudah membantu hamaz pada serangan 7 oktober, tidak boleh ragu2 lagi untuk menghancurkan israel, menyerang israel membabi buta adalah langkah yang paling tepat untuk menghentikan netanyahu..",TINGGI,indodiscourse_real
"CNBC INDONESIA Israel Palsukan Sejarah Tanah Palestina, Incar Situs Arkeolog Israel memalsukan kenyataan dan sejarah tanah Palestina dengan modus penelitian arkeologi. Mereka melakukan penelitian dengan melakukan penggalian secara ilegal hingga membuat warga Palestina marah.

Universitas riset Bar Ilan Israel pada Agustus tahun lalu mengumumkan penemuan desa arkeologi berusia 4.000 tahun di Khirbet Tibnah yang terletak di desa Deir Nidham, barat laut Ramallah.

Tindakan tersebut menimbulkan kemarahan penduduk Palestina, karena mereka percaya bahwa karya-karya tersebut adalah bagian dari kebijakan sistematis Israel yang menargetkan wilayah arkeologi di Tepi Barat, dan mengambil alih barang antik milik Palestina sejak tahun 1967.

Firas Akl, Direktur Departemen Perawatan Primer dari Administrasi Umum Penggalian Kementerian Pariwisata dan Purbakala Palestina mengatakan, kepada Al-Monitor bahwa sejak awal Agustus, pihak berwenang Israel telah melakukan penggalian di Khirbet Tibneh, seolah-olah mencari makam Joshua Bin Nun, yang ditunjuk Musa sebagai penggantinya untuk memerintah umat Israel, menurut Taurat.

Selengkapnya di  atau klik link di bio
----
#israel #palestine #arkelog #tanahpalestina",TINGGI,indodiscourse_real
komen jeff kek tai nian sumpah masakan kamu enak tapi performance nya kurang dia masak sendiri anjirr gedeg gila semog hari ini lu deh yg balik ye😊,WASPADA,indodiscourse_real
"oh berarti dr. zakir naik pas bilang orang islam lebih kristen drpd org kristen sendiri itu bener soalnya org islam menjalani injil, kek sunat, nutup aurat, menyembah tuhan yang esa dll jd boleh dong gw bilang gini hehe",WASPADA,indodiscourse_real
"Seliweran video org2 katolik & yahudi diserang, ya Allah sedih bgt. Buat yg msh mikir ini perang agama & mau netral, smg videonya lewat di tl kalian & kalian sadar. Perlakuan kyk gini emg paling pantes dibales lgsg sama Tuhan biar setara, kalo sama kita kyknya kureng greget",TINGGI,indodiscourse_real
"Dituduh Erdogan Penjahat Perang, Israel Langsung Tarik Seluruh Diplomat dari Turki",WASPADA,indodiscourse_real
"*Jentera yg membawa sebilangan rakyat Gaza ke selatan melalui jalan selamat. Namun, mereka telahpun dijemput ilahi, Syahid setelah Zionis israel telah meledakkan bom keatas jentera * *Kezaliman melampaui kemanusiaan.",WASPADA,indodiscourse_real
"Udh saatnya kita ratakan itu tempat ibadah kafir biar tau rasa. Jgn ksh ampun, bakar aja sekalian biar mampus semua pengikutnya d dlm.",TINGGI,synthetic_gemini
"Kedubes Amrik hrs dibakar. Jgn cuma demo doang, bawa bom molotov. Ratakan dngn tnah biar kapok!",TINGGI,synthetic_gemini
"Berdalih Buru Hamas, Israel Serang Kamp Pengungsi di Gaza",AMAN,indodiscourse_real
"Firasat Israel ini sedang dikejar deadline, bisa ketebak kalau Netanyahu dan sekutunya punya banyak rencana untuk timur tengah, tapi semua rencana itu cuman bisa dilakukan kalau Israel berhasil menguasai seluruh Palestina, kebusukan zionis tidak akan berhenti di Palestina saja",WASPADA,indodiscourse_real
Bismillah mulai sekarang dicoba udah gamau lagi beli produk pendukung israel,TINGGI,indodiscourse_real
lama lama jadi odgj,WASPADA,indodiscourse_real
"Harap satu hari nanti. Aku dapat penggal kepala kepala yahudi baruah musibat ubi. Hari ni. Scroll tiktok,ig , twitter habis bederai badan budak budak yang kena boom. Amin.",TINGGI,indodiscourse_real
Pernah liat vidio surganya kristen lucu malah main perang perangan udah gitu tuhanya ikut perang lawan naga kaya film indosiar dulu wkwk,WASPADA,indodiscourse_real
"Siapkan parang sm snjata, kta serbu markas mrka mlem ini. Jngn ada yg lolos, habisi smua!",TINGGI,synthetic_gemini
"GARUDAREVOLUTION M MILLS AFC U23 QF GROUP K 1 P w D INDONESIA 2 GF-GA L 1100 PTS TURKMENISTAN 9-0 3 1 3 pts 1 0 CHINESE ΤΑΙΡΕΙ 4-0 3 pts 2002 0-13 o pts GR GARUDAREVOLUTION Klasemen sementara, next lawan Turkmenistan

Secara hitung-hitungan kita cuma butuh imbang, tapi ya kali skuad mewah kek gini ngincer hasil imbang

Btw, itu maksud selebrasi arhan gimana ndan?",AMAN,indodiscourse_real
akusih pura pura gila aja sebenernya padahal aku capek bgt di tuntut semaunya ortuku hihi,AMAN,indodiscourse_real
@Naurafayruzya @HananyaNaftali Gas keun 🐕🐕🐕 Zionis bakar rame rame.,TINGGI,indodiscourse_real
mengajak semua umat Islam untuk bersatu melawan penindasan Zionis Israel. Mari kita dukung Palestina dengan tidak membeli produk-produk mereka!,TINGGI,indodiscourse_real
"FRAG GAMING SPACE www.fraggamingspace.com Saham Game China Anjlok Karena Kebijakan Game Online, Pemerintah Pecat Pejabat Pembuat Aturan Masih ingat dengan kebijakan peraturan yang akan diimplementasikan oleh pemerintah China tentang game online? Kebijakan yang berdampak pada game online baik PC ataupun mobile ini menyebutkan bahwa terdapat pelarangan sistem hadiah daily login, bonus top-up pertama kali, dan hadiah total kumulatif dari setiap pembelian in-game content.
.
Akibat kebijakan kontroversional tersebut, saham Tencent, NetEase dan developer game China lainnya turun drastis sehingga membuat pemerintah China cukup kewalahan. Dilansir dari Reuters, Pemerintah China akhirnya memecat pejabat kepala unit penerbitan Departemen Publisitas Partai Komunis bernama Feng Shixin. Pejabat ini sebelumnya berhasil membuat kebijakan lain seperti verifikasi identitas asli untuk setiap orang yang ingin bermain game.
.
.
.
#china #esports #gamer #gaming @fraggamingspace present 💎",AMAN,indodiscourse_real
"gw bener” butuh mario didunia nyata bukan cuma sekedar statement belaka angzayyy, tpi kebanyakan cowo skg kalo ga gay ya bajingan:) dan mario pun literli ‘perempuan’ yg buat standar nya, cowo au tuh ada karna karangan dan ekspektasi perempuan kpd laki laki",WASPADA,indodiscourse_real
"Sudah Dilaporkan ke Pemkot Tangsel, Dugaan Bar Berkedok Kedai Kopi dan Berkumpulnya LGBT di Ciputat Timur Masih ... ://",WASPADA,indodiscourse_real
Kalo loe ngaku muslim& loe dukung israhell/pro israhell artinya loe pro dajjal😁krn zionis israhell/yahudi itu bikin kekacauan di dunia pengen manggil mesiah mereka si dajjal itu. Pro israhell=Pro dajjal. Loe tau kan klo manusia yg pro dajjal nanti tempatnya dimana?😁Dah gitu aja,WASPADA,indodiscourse_real
"kenapa ya king emyu selalu dapet wasit yang kaya bangsat, ya g helas2 handball wasjtnya pura pura buta",WASPADA,indodiscourse_real
"bagaimana jika rudal syiah memang diarahkan ke sunni, bukan #zionis sementara orang lain sudah gerak jihad dan syahid, beberapa masih bangga mimpi: #palestina",WASPADA,indodiscourse_real
"Semoga Netanyahu, zionis & para sekutunya nyusul Ariel Sharon. Cepat atau lambat diazab Allah! #StopGenocideInGaza #CeaseFireInGaza #CeasefireNOW #FreePalestine",TINGGI,indodiscourse_real
"Sikat aja itu pengungsi rohingya, bakar tenda2nya malem2 biar mampus semua. Gausah pake rasa kasihan, mereka itu hama yg ngerusak tanah kita. Siapa yg mau ikut kumpul jam 12 malem bawa bensin dan parang?",TINGGI,synthetic_gemini
"Bom bunuh diri itu jalan pintas ke surga apalagi targetnya musuh islam. Siapkan amaliyah kalian, ledakkan pusat2 keramaian kafir biar mereka tau rasa sakitnya sodara kita di gaza. Allahu Akbar, hancurkan mereka!",TINGGI,synthetic_gemini
"Woy kapan kita serbu kedutaan zionis? Jangan cuma bacot di sosmed, ayo siapin molotov kita bakar itu gedung sampe rata! Jihad jangan setengah2 kawan, sikat habis semua yg ada di dalem.",TINGGI,synthetic_gemini
batch china udh pada dateng we o we,AMAN,indodiscourse_real
"Terhibur Dengan Tingkah Waria. Sebagian orang ada yang tidak setuju dengan LGBT, tapi ikut terhibur dan bantu memviralkan laki-laki yang berperilaku seperti wanita (baca: waria). Lingkungan punya pengaruh dalam merawat perilaku. Semakin banyak atensi positif yang masuk, mungkin saja mereka semakin teguh dengan perbuatannya! Bahraen Raehanul DRB மடரதா்பி 。1f6OX @Raehanul_Bahraen",WASPADA,indodiscourse_real
"Konser kmaren kenapa Nana Masih aja shock culture yaa liat ilichil di stage, padahal kan mereka juga suka gila Apa another level kali yaa di mata nya Nana 🤣🤣",AMAN,indodiscourse_real
Dasar yahudi hahah. Nak gain simpati la tu,WASPADA,indodiscourse_real
@A_ZeeJKT48 gw kristen,AMAN,indodiscourse_real
"Kalo ketemu antek asing lgsg gorok aja lehernya, gausah nunggu aparat kelamaan. Darah mereka halal buat ditumpahkan!",TINGGI,synthetic_gemini
